region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / из них женщины / 4	Программы бакалавриата / Числен-ность студентов / 5	Программы бакалавриата / из них женщины / 6	Программы бакалавриата / Выпуск / 7	Программы бакалавриата / из них женщины / 8	Программы специалитета / Принято / 9	Программы специалитета / из них женщины / 10	Программы специалитета / Числен-ность студентов / 11	Программы специалитета / из них женщины / 12	Программы специалитета / Выпуск / 13	Программы специалитета / из них женщины / 14	Программы магистратуры / Принято / 15	Программы магистратуры / из них женщины / 16	Программы магистратуры / Числен-ность студентов / 17	Программы магистратуры / из них женщины / 18	Программы магистратуры / Выпуск / 19	Программы магистратуры / из них женщины / 20
Амурская область	Государственные, Муниципальные; заочная	25 лет / 13	28.0	6.0	216.0	91.0	57.0	41.0	5.0	1.0	15.0	3.0	4.0	3.0	5.0	3.0	25.0	17.0	11.0	8.0
Амурская область	Государственные, Муниципальные; заочная	26 лет / 14	14.0	5.0	195.0	77.0	121.0	84.0	8.0	3.0	19.0	4.0	2.0	0.0	3.0	0.0	22.0	10.0	14.0	11.0
Амурская область	Государственные, Муниципальные; заочная	27 лет / 15	25.0	7.0	148.0	70.0	63.0	45.0	5.0	0.0	18.0	1.0	3.0	1.0	6.0	4.0	20.0	13.0	10.0	8.0
Амурская область	Государственные, Муниципальные; заочная	28 лет / 16	24.0	8.0	110.0	53.0	43.0	24.0	9.0	3.0	15.0	5.0	0.0	0.0	2.0	2.0	11.0	5.0	8.0	5.0
Амурская область	Государственные, Муниципальные; заочная	29 лет / 17	11.0	3.0	97.0	26.0	26.0	10.0	8.0	0.0	18.0	2.0	1.0	0.0	4.0	1.0	12.0	9.0	10.0	6.0
Амурская область	Государственные, Муниципальные; заочная	30-34 года / 18	61.0	16.0	476.0	182.0	80.0	34.0	29.0	7.0	77.0	15.0	3.0	1.0	13.0	11.0	55.0	30.0	19.0	14.0
Амурская область	Государственные, Муниципальные; заочная	35-39 лет / 19	54.0	16.0	348.0	126.0	79.0	32.0	29.0	12.0	56.0	18.0	5.0	1.0	17.0	9.0	50.0	29.0	11.0	10.0
Амурская область	Государственные, Муниципальные; заочная	40 лет и старше / 20	25.0	7.0	243.0	104.0	75.0	35.0	20.0	7.0	53.0	20.0	2.0	2.0	17.0	11.0	49.0	30.0	20.0	14.0
Амурская область	Государственные, Муниципальные; заочная	Всего / 01	552.0	200.0	3061.0	1404.0	621.0	370.0	215.0	81.0	505.0	195.0	26.0	14.0	111.0	78.0	327.0	210.0	115.0	84.0
Амурская область	Государственные, Муниципальные; заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	17 лет / 05	96.0	58.0	151.0	77.0	0.0	0.0	68.0	32.0	87.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	18 лет / 06	854.0	458.0	958.0	519.0	0.0	0.0	297.0	167.0	346.0	204.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	19 лет / 07	249.0	131.0	1268.0	714.0	0.0	0.0	41.0	29.0	493.0	317.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	20 лет / 08	208.0	108.0	1235.0	686.0	0.0	0.0	52.0	35.0	467.0	292.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	21 лет / 09	152.0	73.0	1221.0	676.0	64.0	32.0	40.0	29.0	491.0	353.0	0.0	0.0	52.0	13.0	44.0	21.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	22 лет / 10	50.0	20.0	653.0	372.0	416.0	265.0	29.0	18.0	449.0	308.0	18.0	10.0	189.0	82.0	251.0	132.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	23 лет / 11	23.0	7.0	338.0	190.0	158.0	87.0	14.0	5.0	319.0	218.0	107.0	58.0	148.0	111.0	244.0	154.0	18.0	8.0
Амурская область	Государственные, Муниципальные; очная	24 лет / 12	7.0	2.0	179.0	88.0	150.0	117.0	8.0	5.0	116.0	77.0	147.0	96.0	104.0	79.0	183.0	107.0	78.0	47.0
Амурская область	Государственные, Муниципальные; очная	25 лет / 13	8.0	2.0	80.0	41.0	102.0	59.0	5.0	1.0	83.0	48.0	30.0	22.0	51.0	25.0	101.0	59.0	60.0	35.0
Амурская область	Государственные, Муниципальные; очная	26 лет / 14	11.0	6.0	52.0	26.0	44.0	32.0	7.0	1.0	58.0	29.0	18.0	14.0	34.0	21.0	78.0	38.0	31.0	19.0
Амурская область	Государственные, Муниципальные; очная	27 лет / 15	9.0	1.0	33.0	14.0	8.0	5.0	3.0	2.0	37.0	24.0	18.0	12.0	19.0	8.0	57.0	31.0	17.0	8.0
Амурская область	Государственные, Муниципальные; очная	28 лет / 16	7.0	2.0	24.0	10.0	4.0	3.0	2.0	1.0	7.0	2.0	11.0	8.0	13.0	9.0	46.0	21.0	12.0	10.0
Амурская область	Государственные, Муниципальные; очная	29 лет / 17	5.0	2.0	17.0	10.0	3.0	1.0	2.0	1.0	17.0	8.0	10.0	8.0	13.0	7.0	33.0	17.0	7.0	2.0
Амурская область	Государственные, Муниципальные; очная	30-34 года / 18	24.0	9.0	66.0	26.0	1.0	0.0	7.0	4.0	39.0	25.0	12.0	9.0	66.0	35.0	121.0	66.0	26.0	15.0
Амурская область	Государственные, Муниципальные; очная	35-39 лет / 19	22.0	12.0	40.0	18.0	1.0	1.0	4.0	4.0	17.0	9.0	4.0	2.0	45.0	24.0	68.0	44.0	11.0	6.0
Амурская область	Государственные, Муниципальные; очная	40 лет и старше / 20	19.0	9.0	37.0	19.0	1.0	1.0	2.0	2.0	10.0	5.0	0.0	0.0	41.0	22.0	58.0	36.0	23.0	11.0
Амурская область	Государственные, Муниципальные; очная	Всего / 01	1744.0	900.0	6352.0	3486.0	952.0	603.0	582.0	336.0	3037.0	1958.0	375.0	239.0	776.0	436.0	1285.0	726.0	283.0	161.0
Амурская область	Государственные, Муниципальные; очная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	17 лет / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	18 лет / 06	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	19 лет / 07	8.0	7.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	20 лет / 08	13.0	8.0	16.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	21 лет / 09	7.0	2.0	18.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	22 лет / 10	2.0	0.0	12.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	23 лет / 11	6.0	3.0	17.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	24 лет / 12	2.0	2.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	4.0	1.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	25 лет / 13	1.0	0.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	2.0	2.0
Амурская область	Государственные, Муниципальные; очно-заочная	26 лет / 14	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	27 лет / 15	2.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	28 лет / 16	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	29 лет / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	30-34 года / 18	7.0	2.0	13.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0
Амурская область	Государственные, Муниципальные; очно-заочная	35-39 лет / 19	5.0	3.0	10.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	40 лет и старше / 20	1.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0
Амурская область	Государственные, Муниципальные; очно-заочная	Всего / 01	57.0	28.0	123.0	70.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	18.0	8.0	15.0	8.0
Амурская область	Государственные, Муниципальные; очно-заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	17 лет / 05	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	18 лет / 06	36.0	14.0	38.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	19 лет / 07	32.0	10.0	36.0	14.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	20 лет / 08	66.0	38.0	106.0	68.0	0.0	0.0	7.0	4.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	21 лет / 09	88.0	56.0	151.0	120.0	0.0	0.0	6.0	1.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	22 лет / 10	66.0	34.0	235.0	159.0	1.0	1.0	8.0	0.0	19.0	2.0	0.0	0.0	30.0	23.0	30.0	23.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	23 лет / 11	44.0	22.0	282.0	162.0	44.0	40.0	8.0	3.0	15.0	5.0	0.0	0.0	21.0	13.0	43.0	32.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	24 лет / 12	21.0	13.0	286.0	172.0	45.0	38.0	3.0	1.0	19.0	11.0	2.0	1.0	15.0	11.0	42.0	29.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; заочная	25 лет / 13	26.0	11.0	280.0	150.0	47.0	33.0	1.0	0.0	19.0	9.0	1.0	1.0	15.0	8.0	39.0	28.0	17.0	15.0
Архангельская область	Государственные, Муниципальные; заочная	26 лет / 14	17.0	8.0	192.0	105.0	69.0	42.0	3.0	0.0	11.0	5.0	5.0	4.0	12.0	6.0	28.0	22.0	17.0	11.0
Архангельская область	Государственные, Муниципальные; заочная	27 лет / 15	16.0	10.0	130.0	72.0	71.0	39.0	2.0	2.0	7.0	3.0	3.0	2.0	18.0	9.0	36.0	21.0	10.0	9.0
Архангельская область	Государственные, Муниципальные; заочная	28 лет / 16	13.0	6.0	107.0	57.0	45.0	28.0	2.0	1.0	4.0	1.0	3.0	2.0	5.0	2.0	23.0	13.0	6.0	4.0
Архангельская область	Государственные, Муниципальные; заочная	29 лет / 17	9.0	5.0	94.0	36.0	32.0	15.0	6.0	0.0	8.0	1.0	1.0	0.0	7.0	4.0	19.0	12.0	6.0	5.0
Архангельская область	Государственные, Муниципальные; заочная	30-34 года / 18	70.0	39.0	500.0	269.0	174.0	76.0	18.0	9.0	40.0	18.0	8.0	3.0	43.0	28.0	98.0	64.0	23.0	16.0
Архангельская область	Государственные, Муниципальные; заочная	35-39 лет / 19	56.0	27.0	375.0	184.0	114.0	66.0	14.0	1.0	38.0	9.0	12.0	5.0	33.0	21.0	92.0	64.0	22.0	14.0
Архангельская область	Государственные, Муниципальные; заочная	40 лет и старше / 20	30.0	15.0	229.0	114.0	71.0	47.0	4.0	2.0	14.0	4.0	5.0	2.0	29.0	15.0	73.0	47.0	20.0	14.0
Архангельская область	Государственные, Муниципальные; заочная	Всего / 01	592.0	308.0	3044.0	1700.0	713.0	425.0	83.0	24.0	218.0	76.0	40.0	20.0	228.0	140.0	523.0	355.0	121.0	88.0
Архангельская область	Государственные, Муниципальные; заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	17 лет / 05	52.0	31.0	54.0	31.0	0.0	0.0	29.0	17.0	27.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	18 лет / 06	1208.0	625.0	1301.0	671.0	0.0	0.0	439.0	314.0	466.0	337.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	19 лет / 07	291.0	150.0	1565.0	786.0	0.0	0.0	176.0	123.0	643.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	20 лет / 08	150.0	76.0	1346.0	697.0	0.0	0.0	116.0	64.0	695.0	478.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	21 лет / 09	125.0	52.0	1306.0	655.0	50.0	25.0	64.0	32.0	708.0	457.0	0.0	0.0	24.0	8.0	24.0	8.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	22 лет / 10	61.0	27.0	597.0	307.0	624.0	343.0	37.0	13.0	710.0	461.0	14.0	10.0	269.0	108.0	283.0	118.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очная	23 лет / 11	23.0	6.0	248.0	91.0	200.0	121.0	6.0	4.0	546.0	328.0	143.0	103.0	112.0	62.0	295.0	159.0	14.0	7.0
Архангельская область	Государственные, Муниципальные; очная	24 лет / 12	18.0	6.0	144.0	49.0	76.0	34.0	8.0	1.0	261.0	121.0	272.0	186.0	65.0	34.0	161.0	76.0	149.0	88.0
Архангельская область	Государственные, Муниципальные; очная	25 лет / 13	11.0	4.0	72.0	24.0	47.0	20.0	6.0	1.0	140.0	56.0	115.0	53.0	44.0	17.0	92.0	37.0	51.0	24.0
Архангельская область	Государственные, Муниципальные; очная	26 лет / 14	8.0	2.0	35.0	9.0	18.0	6.0	2.0	1.0	60.0	22.0	46.0	19.0	28.0	13.0	57.0	32.0	18.0	7.0
Архангельская область	Государственные, Муниципальные; очная	27 лет / 15	6.0	1.0	24.0	6.0	7.0	3.0	0.0	0.0	29.0	13.0	28.0	8.0	15.0	5.0	35.0	12.0	16.0	12.0
Архангельская область	Государственные, Муниципальные; очная	28 лет / 16	5.0	1.0	11.0	4.0	4.0	1.0	3.0	2.0	18.0	13.0	17.0	6.0	17.0	8.0	30.0	18.0	15.0	8.0
Архангельская область	Государственные, Муниципальные; очная	29 лет / 17	5.0	3.0	10.0	4.0	3.0	1.0	0.0	0.0	4.0	3.0	3.0	2.0	12.0	5.0	21.0	11.0	3.0	3.0
Архангельская область	Государственные, Муниципальные; очная	30-34 года / 18	13.0	4.0	35.0	12.0	1.0	1.0	3.0	1.0	22.0	10.0	10.0	5.0	56.0	37.0	92.0	64.0	25.0	17.0
Архангельская область	Государственные, Муниципальные; очная	35-39 лет / 19	13.0	5.0	20.0	10.0	0.0	0.0	3.0	1.0	7.0	4.0	0.0	0.0	47.0	33.0	81.0	59.0	31.0	24.0
Архангельская область	Государственные, Муниципальные; очная	40 лет и старше / 20	15.0	9.0	20.0	12.0	2.0	2.0	1.0	1.0	3.0	3.0	1.0	1.0	55.0	37.0	105.0	78.0	26.0	21.0
Архангельская область	Государственные, Муниципальные; очная	Всего / 01	2004.0	1002.0	6788.0	3368.0	1032.0	557.0	893.0	575.0	4339.0	2766.0	649.0	393.0	744.0	367.0	1276.0	672.0	348.0	211.0
Архангельская область	Государственные, Муниципальные; очная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Архангельская область	Государственные, Муниципальные; очно-заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
