region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / из них принято в пределах квоты приема лиц, имеющих особое право / 4	Программы бакалавриата / Численность студентов / 5	Программы бакалавриата / Выпуск / 6	Программы специалитета / Принято / 7	Программы специалитета / из них принято в пределах квоты приема лиц, имеющих особое право / 8	Программы специалитета / Численность студентов / 9	Программы специалитета / Выпуск / 10	Программы магистратуры / Принято / 11	Программы магистратуры / Численность студентов / 12	Программы магистратуры / Выпуск / 13
Астраханская область	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	5.0	5.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	дети-инвалиды / 03	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; заочная	из них: инвалиды / 02	3.0	3.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	3.0	2.0	11.0	4.0	30.0	0.0	109.0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Астраханская область	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
