region	tags	indicator	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 3	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 4	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / из них лиц, имеющих преимущест-венное право зачисления / 5	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 6	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / принято / 7	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / из них лиц, имеющих преимущест-венное право зачисления / 8	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 9	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 10	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / из них лиц, имеющих преимущест-венное право зачисления / 11	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 12	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / принято / 13	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / из них лиц, имеющих преимущест-венное право зачисления / 14
Амурская область	Государственные, Муниципальные; очная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	1.0	1.0	0.0	23.0	16.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	213.0	53.0	34.0	0.0	0.0	0.0	19.0	9.0	5.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	на места в пределах квоты приема лиц, имеющих особое право / 08	286.0	90.0	36.0	0.0	0.0	0.0	53.0	26.0	5.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	на места в рамках квоты приема на целевое обучение / 13	60.0	44.0	0.0	0.0	0.0	0.0	217.0	166.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очная	на места по общему конкурсу / 14	8481.0	1366.0	2.0	913.0	243.0	0.0	2155.0	305.0	0.0	605.0	82.0	0.0
Амурская область	Государственные, Муниципальные; очная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	1896.0	513.0	0.0	157.0	91.0	0.0	625.0	160.0	0.0	133.0	28.0	0.0
Амурская область	Государственные, Муниципальные; очная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	698.0	167.0	0.0	85.0	23.0	0.0	253.0	33.0	0.0	86.0	29.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 16) / 01	0.0	0.0	0.0	96.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	Второе высшее образование / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	0.0	0.0	0.0	96.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	0.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	на места по общему конкурсу / 14	0.0	0.0	0.0	96.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	0.0	0.0	0.0	85.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Амурская область	Государственные, Муниципальные; очно-заочная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
